,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
3804,24680,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,1000-4999,NGO,3,6,0.0
9263,30059,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,2,155,0.0
6641,6976,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,84,0.0
7420,15571,city_114,0.926,,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,>4,4,0.0
1063,12660,city_11,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,1,45,0.0
3860,23165,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,48,0.0
16330,12516,city_71,0.884,,Has relevent experience,,,,>20,,Public Sector,>4,38,0.0
18601,1956,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,2,<10,Pvt Ltd,2,102,0.0
6819,32191,city_162,0.767,Male,No relevent experience,Full time course,High School,,3,,,1,68,0.0
13691,21795,city_136,0.897,,Has relevent experience,Part time course,Masters,STEM,3,10000+,Pvt Ltd,1,66,0.0
5815,9369,city_100,0.887,Male,No relevent experience,Full time course,Graduate,STEM,9,,,1,44,0.0
235,405,city_165,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,19,100-500,Pvt Ltd,4,4,0.0
9115,17462,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Public Sector,>4,20,0.0
9519,13778,city_100,0.887,,Has relevent experience,Full time course,High School,,7,,,never,117,0.0
16774,23280,city_142,0.727,,Has relevent experience,no_enrollment,Graduate,STEM,1,,,1,43,1.0
6424,25120,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,never,12,0.0
9192,20364,city_158,0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,9,0.0
2487,15295,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,64,0.0
17928,30189,city_75,0.939,Male,No relevent experience,no_enrollment,,,10,<10,Pvt Ltd,>4,25,0.0
7692,16060,city_27,0.848,Male,No relevent experience,Full time course,High School,,1,,,never,56,1.0
814,32958,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,1,7,0.0
9039,4965,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,48,0.0
7835,25561,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,17,0.0
10390,5914,city_159,0.843,,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,3,33,0.0
7680,15751,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,1,19,0.0
454,5141,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,>4,87,0.0
9190,15933,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,5,5000-9999,Pvt Ltd,1,77,0.0
18332,21258,city_115,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Early Stage Startup,1,35,0.0
13308,13199,city_103,0.92,Male,No relevent experience,Full time course,High School,,3,,,1,54,1.0
13977,12585,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,1,52,1.0
4275,4313,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,1,,,1,52,1.0
1341,1922,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,>4,88,1.0
18824,18504,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,4,28,0.0
15070,16550,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,20,10000+,Pvt Ltd,>4,64,0.0
13252,2705,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,Humanities,10,500-999,Pvt Ltd,1,113,0.0
1957,19973,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,1,48,0.0
6250,10492,city_71,0.884,,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,25,0.0
8184,12247,city_102,0.804,,Has relevent experience,no_enrollment,,,15,50-99,Pvt Ltd,>4,21,0.0
6121,27101,city_21,0.624,Male,No relevent experience,Full time course,High School,,2,,,never,82,0.0
505,2404,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,never,18,1.0
14312,27937,city_103,0.92,Other,No relevent experience,no_enrollment,Graduate,STEM,16,10000+,NGO,>4,6,0.0
16863,13545,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,124,0.0
2450,29309,city_11,0.55,Male,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,NGO,1,6,0.0
10470,4665,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,50-99,NGO,1,61,0.0
16593,22316,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,13,<10,Funded Startup,4,151,0.0
2169,2577,city_136,0.897,,No relevent experience,Full time course,Graduate,STEM,5,,Pvt Ltd,never,40,0.0
8425,26678,city_158,0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,,>4,264,0.0
7728,27249,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,1,19,0.0
12588,4232,city_136,0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Public Sector,>4,90,0.0
822,32617,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,never,110,0.0
10570,10249,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Humanities,3,,,,4,0.0
3223,49,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,10000+,Pvt Ltd,2,36,0.0
16154,12054,city_116,0.743,,Has relevent experience,no_enrollment,Masters,STEM,8,,,1,44,1.0
4976,30227,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,99,0.0
2991,18732,city_50,0.8959999999999999,Male,No relevent experience,Full time course,Masters,STEM,7,50-99,Public Sector,1,54,0.0
11670,30338,city_114,0.926,,Has relevent experience,,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,12,0.0
7959,30062,city_16,0.91,Female,No relevent experience,Full time course,Masters,STEM,15,50-99,Public Sector,3,33,0.0
10371,10638,city_21,0.624,Female,No relevent experience,Full time course,High School,,2,,,never,79,1.0
13817,22400,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,1,48,1.0
18850,14457,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,never,132,0.0
1656,28587,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,NGO,2,8,0.0
15820,20769,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10/49,Pvt Ltd,2,132,0.0
6195,27224,city_173,0.878,Other,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,9,0.0
1836,11557,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,never,34,0.0
12440,30438,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,100-500,Pvt Ltd,>4,87,0.0
9995,27017,city_73,0.754,Other,No relevent experience,no_enrollment,Graduate,STEM,<1,,,never,7,0.0
16210,1303,city_75,0.939,Other,No relevent experience,no_enrollment,Graduate,Other,>20,,,>4,13,0.0
17859,2697,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,>4,60,0.0
8355,12902,city_30,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,4,100-500,Pvt Ltd,1,33,0.0
9117,13184,city_7,0.647,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,1,54,0.0
6746,8527,city_101,0.5579999999999999,,Has relevent experience,Full time course,,,1,<10,Early Stage Startup,never,198,0.0
6064,22503,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,3,,,,72,0.0
7655,11550,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,,1,31,0.0
12679,30268,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,No Major,<1,,,1,10,1.0
10863,10642,city_19,0.682,,Has relevent experience,no_enrollment,High School,,7,,,1,67,0.0
9969,10725,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,1,92,0.0
15304,13723,city_53,0.74,Male,No relevent experience,,Graduate,STEM,4,<10,Early Stage Startup,never,228,1.0
12388,15990,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,168,1.0
4982,26949,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,174,0.0
12696,9937,city_160,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,4,,,1,28,1.0
3592,32569,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,2,17,0.0
14964,4432,city_160,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,<1,10000+,Pvt Ltd,2,23,0.0
2840,31395,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,26,0.0
15019,17929,city_10,0.895,Male,Has relevent experience,no_enrollment,Masters,STEM,15,500-999,Pvt Ltd,1,41,0.0
11570,9009,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,43,0.0
1209,11713,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,,,never,111,1.0
8503,19579,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1,15,1.0
250,6685,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,>4,47,0.0
2580,29620,city_16,0.91,Male,No relevent experience,no_enrollment,High School,,2,,,never,141,0.0
6727,9129,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,Funded Startup,1,82,0.0
5462,17646,city_73,0.754,,No relevent experience,no_enrollment,Graduate,STEM,1,,,1,120,1.0
10968,450,city_39,0.898,,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,146,0.0
2863,910,city_9,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,7,<10,Funded Startup,1,17,1.0
14615,32570,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,91,1.0
2278,29990,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Funded Startup,2,74,0.0
573,2478,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,2,104,1.0
16389,24134,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,9,100-500,Pvt Ltd,4,98,0.0
17143,12548,city_28,0.939,Male,No relevent experience,Part time course,High School,,2,100-500,Pvt Ltd,1,13,0.0
15344,5530,city_50,0.8959999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,19,50-99,Pvt Ltd,1,80,0.0
2647,6420,city_21,0.624,Male,No relevent experience,Full time course,High School,,<1,,,never,96,0.0
3483,4678,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,Other,>20,<10,Early Stage Startup,2,28,0.0
9064,5406,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,never,34,0.0
17310,29741,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,21,0.0
13236,14150,city_103,0.92,,Has relevent experience,,,,>20,,,,21,0.0
11342,28330,city_16,0.91,Female,No relevent experience,Full time course,Graduate,STEM,5,,,never,68,0.0
8043,21745,city_11,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,1,100-500,Pvt Ltd,1,145,1.0
9509,12149,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,,Pvt Ltd,3,48,0.0
17033,17474,city_143,0.74,,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,,4,0.0
7338,6255,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,16,0.0
10449,12959,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,<1,,,never,218,1.0
1569,20341,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,1,47,0.0
5342,27231,city_104,0.924,Male,Has relevent experience,no_enrollment,High School,,9,,,never,246,0.0
8979,10176,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,1,18,0.0
9112,9071,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,1,17,0.0
10796,1122,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,5000-9999,Pvt Ltd,2,27,0.0
12816,24775,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,13,1.0
15846,26176,city_57,0.866,,No relevent experience,no_enrollment,Graduate,STEM,2,<10,Early Stage Startup,1,55,0.0
2878,12876,city_11,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,2,57,1.0
5849,1342,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Public Sector,>4,166,0.0
12662,10228,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Other,12,10/49,Pvt Ltd,1,28,0.0
4824,9363,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,Other,13,10000+,Public Sector,1,166,0.0
10833,15964,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,,1,42,0.0
2456,9804,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,>4,10,0.0
9161,15069,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,19,50-99,Funded Startup,1,7,1.0
12995,32505,city_21,0.624,,Has relevent experience,Full time course,,,1,<10,NGO,never,30,1.0
18098,29744,city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,4,<10,Pvt Ltd,1,59,0.0
12745,14316,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,4,44,1.0
12315,30776,city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,38,0.0
11087,19568,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,1,25,1.0
18922,8555,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,1,60,0.0
15915,17329,city_23,0.899,,No relevent experience,Part time course,High School,,5,,,never,160,0.0
18428,33109,city_104,0.924,,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Early Stage Startup,1,48,0.0
795,24127,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,8,0.0
7427,31309,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,32,0.0
4217,12411,city_75,0.939,Male,No relevent experience,Full time course,Graduate,STEM,13,,,1,145,0.0
5249,18783,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,>4,102,1.0
6705,24115,city_67,0.855,,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,149,0.0
13361,24818,city_75,0.939,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,2,40,0.0
7849,17126,city_70,0.698,Male,No relevent experience,,Graduate,Humanities,3,,,1,113,0.0
4770,21001,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,1,4,0.0
6582,458,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,>4,214,0.0
17231,11317,city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Funded Startup,1,9,0.0
2592,4020,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,54,0.0
5412,158,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,1,92,1.0
13842,2144,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,4,2,0.0
8951,12705,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,14,,,>4,182,0.0
4310,27651,city_16,0.91,,No relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,196,0.0
7815,3370,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,>4,56,0.0
18211,13974,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,40,0.0
12123,12739,city_83,0.923,,No relevent experience,Full time course,High School,,7,50-99,,,108,0.0
18658,17573,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,3,28,0.0
14454,24305,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,55,0.0
4117,14332,city_19,0.682,,No relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,336,0.0
710,12931,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,5,,,4,52,0.0
6133,512,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Pvt Ltd,1,3,0.0
2986,18334,city_103,0.92,Male,No relevent experience,Full time course,High School,,<1,,,never,12,0.0
10220,11772,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,1,15,1.0
5915,27223,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,2,17,0.0
3714,5721,city_61,0.913,,Has relevent experience,no_enrollment,Graduate,No Major,16,10000+,Public Sector,1,35,0.0
9389,6540,city_14,0.698,,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,3,0.0
15363,27491,city_103,0.92,,Has relevent experience,Part time course,Masters,Arts,3,,,1,40,1.0
14793,4856,city_21,0.624,Male,Has relevent experience,Part time course,Phd,STEM,20,10/49,Pvt Ltd,>4,108,1.0
8132,7254,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,4,500-999,Pvt Ltd,1,108,0.0
8830,8005,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,2,35,1.0
8874,15193,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Funded Startup,1,147,1.0
909,12104,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,,14,0.0
5578,12160,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,11,0.0
2717,14315,city_165,0.903,,No relevent experience,Full time course,High School,,1,,,never,122,0.0
7175,425,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,2,12,0.0
4041,32398,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,1,6,0.0
6147,11370,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Arts,>20,10000+,Pvt Ltd,1,10,1.0
16598,20798,city_21,0.624,Male,No relevent experience,no_enrollment,High School,,7,,,never,150,0.0
422,15796,city_71,0.884,Female,Has relevent experience,no_enrollment,Masters,STEM,3,,,2,322,1.0
17266,3170,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,30,0.0
12,25619,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,3,23,0.0
15348,16993,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,2,42,0.0
10817,30444,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,12,50-99,Pvt Ltd,>4,16,0.0
16944,27383,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,,1,25,0.0
13946,15228,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,>4,61,0.0
15012,5854,city_71,0.884,Male,No relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,NGO,>4,322,0.0
8109,28023,city_134,0.698,Male,No relevent experience,no_enrollment,Masters,STEM,12,500-999,NGO,1,157,0.0
4801,27649,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,4,0.0
6225,29755,city_21,0.624,Male,No relevent experience,Full time course,High School,,4,,,never,16,0.0
10152,27073,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,1,106,1.0
12296,27084,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,500-999,Pvt Ltd,>4,52,0.0
